# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.01%  [.] 0x000000006fb26900               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6c80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1a1ec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001ee88a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011ec560               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120bba0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001226566               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120db08               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000002368fa               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb15cdc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4a5698               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00b00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007468c3c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000121dac0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745da8d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb28f20               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074609184               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000050936c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000000230826               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb16c38               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000132975e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001311a76               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000132b714               libmali.so.1.10.0                 -      -            
     0.01%  [.] glUniform1f                      libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001b1a44               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1c5c4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16100               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012074a8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a6e468               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb18014               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120b4fe               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007c914e80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f4b2c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074633340               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023c7cc               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001e97b2               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000020d396               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000746128cc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6f40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007462b240               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1e93c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1b5bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074522988               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4a4780               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00938               [JIT] tid 45815                   -      -            
     0.01%  [.] closedir@plt                     libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001efec4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb67ee4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb15a4c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb02f78               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16d50               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001e9d00               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000009c6d8               libc.so.6                         -      -            
     0.01%  [.] 0x0000000074523380               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb22df0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb67e24               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c87a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000021db32               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000012006c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001b3940               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011f66ce               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001211fa8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007451e44c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023cbb4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000023c63e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000009c140               libc.so.6                         -      -            
